node,bootstrap,haplogroup,n_tips,tips,qualifies
238,94,A2b4,24,D_Ohio1_2200_Scioto_USA_c_2200_A2b4;D_Alabama2_5000_LittleBear_USA_c_3000;D_Illinois2_1700_Snyders_USA_c_1700;D_LittleB1_5000_LittleBear_USA_c_5000_A2b4;D_Missouri1_8385_Modoc_USA_d_8385_A2b4;JR_118236_Jamestown_USA_c_409;ANH38_Weyanoke_USA_c_960;D_Ohio1_700_Reinhardt_USA_d_725;JR_73052_Jamestown_USA_c_409;D_Alabama1_2250_CoxSite_USA_c_2250_A2b4;D_Ohio5_2200_Scioto_USA_c_2200_A2b4;JR_68100_Jamestown_USA_c_409;D_Alabama1_5000_FlintRiver_USA_c_5000;D_Ohio3_2200_Scioto_USA_c_2200_A2b4;D_Ohio2_1900_HolderWrightFarm_USA_c_1900;D_Illinois3_1700_Snyders_USA_c_1700;D_JaneyBGoode3_1000_JaneyBGoode_USA_c_1200_A2b4;D_Ohio4_2200_Scioto_USA_c_2200_A2b4;D_AngelMound2_1000_AngelMounds_USA_c_1000_A2b4;D_AngelMound3_1000_AngelMounds_USA_c_1000_A2b4;D_JaneyBGoode1_1000_JaneyBGoode_USA_c_1000;D_JaneyBGoode2_1000_JaneyBGoode_USA_c_1000_A2b_;D_Ohio2_2200_Scioto_USA_c_2200_A2b4;D_Ohio6_2200_Scioto_USA_c_2200,TRUE
233,93,A2b2,2,D_Colorado1_800_YellowJacket_USA_c_800_A2b2;Mcz51780_JaguarCave_USA_NA,TRUE
221,92,A2b1a,2,Nunura_14_HuacaAmarilla_Peru_c_825;Nunura_8_HuacaAmarilla_Peru_d_882,TRUE
268,92,A2b5,6,D_BColumbia2_1500_PrinceRupert_Canada_c_1500_A2b5;D_PrinceRupert1_1500_PrinceRupert_Canada_c_1500_A2b5;D_Alaska1_25_Cape_Dyer_Alaska_c_25_A2b5;D_Alaska2_620_CapeEspenberg_Alaska_c_620_A2b5;D_Alaska1_400_CapeEspenberg_Alaska_c_400_A2b5;D_Alaska1_740_Ahteut_Alaska_c_740_A2b5,TRUE
292,92,A1b1,10,D_Alaska1_825_CapeEspenberg_Alaska_c_825;D_Alaska1_1105_Deering_Alaska_c_1105_A1a1;TRF.01.24_Deering_USA_c_422_A1a1;D_Nunavut3_650_Tikilik_Nunavut_c_650_A2a1;D_Alaska1_212_CapeEspenberg_Alaska_c_212_A1b1;D_Alaska1_620_CapeEspenberg_Alaska_c_620_A1b1;D_Alaska2_500_Nunalleq_USA_c_500;D_Alaska3_500_Nunalleq_USA_c_500_A1b1;D_Alaska1_500_Nunalleq_USA_c_500;D_Alaska5_500_Nunalleq_USA_c_500,TRUE
293,91,A1b1,9,D_Alaska1_1105_Deering_Alaska_c_1105_A1a1;TRF.01.24_Deering_USA_c_422_A1a1;D_Nunavut3_650_Tikilik_Nunavut_c_650_A2a1;D_Alaska1_212_CapeEspenberg_Alaska_c_212_A1b1;D_Alaska1_620_CapeEspenberg_Alaska_c_620_A1b1;D_Alaska2_500_Nunalleq_USA_c_500;D_Alaska3_500_Nunalleq_USA_c_500_A1b1;D_Alaska1_500_Nunalleq_USA_c_500;D_Alaska5_500_Nunalleq_USA_c_500,TRUE
156,90,NA,82,D_Colorado1_1100_GrassMesa_USA_c_1100_A2b1b;D_Illinois1_1200_JaneyBGoode_USA_c_1200_A2b4;Az-563_TizayucaR5_Mexico_c_1100_A2b1a;D_Illinois1_8500_Koster_USA_c_8500_A2b2;D_Koster1_9905_Koster_USA_d_9905_A2b2;D_AngelMound4_1000_AngelMounds_USA_c_1000_A2b;D_Mississippi1_675_Oliver_USA_c_365;D_Colorado1_1200_McPhee_USA_c_1200;D_AngelMound1_1000_AngelMounds_USA_c_1000_A2b2;Az-1931_TizayucaR5_Mexico_c_1100;D_California2_4000_ChannelIslands_USA_c_4000_A2b1b;D_Illinois1_NA_AppleCreek_USA_c_2500_A2b2;D_Newfoundland1_4500_PortauChoix_Canada_d_4500_A2b2;D_Colorado1_800_YellowJacket_USA_c_800_A2b2;Mcz51780_JaguarCave_USA_NA;JR_75943_Jamestown_USA_c_409;AM-VH-21_VistaHermosa_Mexico_c_600;Nunura_6_HuacaAmarilla_Peru_d_882.5;D_California1_2000_SantaRosa_USA_c_2000;D_California1_4000_ChannelIslands_USA_c_4000_A2b3;D_Weyanoke1_680_Hatch_USA_d_680;JR_135139_Jamestown_USA_c_409;Az-316_TizayucaR6_Mexico_c_1100_A2b1a;Az-1923_TizayucaR5_Mexico_d_408;Az-1937_TizayucaR5_Mexico_c_1100;Nunura_14_HuacaAmarilla_Peru_c_825;Nunura_8_HuacaAmarilla_Peru_d_882;0204-0531_Wichqana_Peru_c_2675;Nunura_15_HuacaAmarilla_Peru_c_825;Az-4985_MalpaisPrieto_Mexico_c_650;SC1061_Chondorko_Ecuador_c_833_A2b1a;D_Argentina1_1000_CerroLutz_Argentina_c_1000_A2b1a;PM4-N3_PlayaMiller-4_Chile_d_1008;Til_1_n8_Pucar_deTilcara_Argentina_d_750;Az-1274_TizayucaR5_Mexico_c_1100;Az-1930_LasGolondrinas_Mexico_d_476;Az-1932_ElChato_Mexico_c_1100;700_00_Chondorko_Ecuador_d_843;Nunura_13_HuacaAmarilla_Peru_c_825;Individuo_1_Pucar_deTilcara_Argentina_d_425;SC1056_Tilcara_Argentina_c_950;Az-464_TizayucaR6_Mexico_c_1100;Az-1936_TizayucaR5_Mexico_c_1100;Nunura_4_HuacaAmarilla_Peru_d_882;Nunura_16_HuacaAmarilla_Peru_c_825;Az-1929_TizayucaR5_Mexico_c_1100;Az-1944_LasGolondrinas_Mexico_c_1525;Az-749_LasGolondrinas_Mexico_d_1480;D_Mayapan1_1000_Mayapan_Mexico_c_1000_A2b1a;Nunura_25_HuacaGrande_Peru_d_883;Nunura_30_HuacaGrande_Peru_d_883;Nunura_1_HuacaAmarilla_Peru_d_720;Nunura_26_HuacaGrande_Peru_d_883;Nunura_2_HuacaAmarilla_Peru_d_720;Nunura_17_HuacaAmarilla_Peru_d_846.5;Nunura_18_HuacaAmarilla_Peru_d_846.5;Nunura_19_HuacaAmarilla_Peru_d_865;Nunura_29_HuacaGrande_Peru_d_883;Az-1934_TizayucaR5_Mexico_d_1020_A2b1a;Az-314_TizayucaR6_Mexico_d_980_A2b1a;Az-1791_TizayucaR5_Mexico_d_546_A2b1a;Az-1947_LasGolondrinas_Mexico_c_1525;D_Mayapan2_1000_Mayapan_Mexico_c_1000_A2b1a;Nunura_28_HuacaGrande_Peru_d_883;Nunura_24_HuacaGrande_Peru_d_883;Nunura_12_HuacaAmarilla_Peru_c_825;Nunura_20_HuacaAmarilla_Peru_d_865;Az-1273_TizayucaR5_Mexico_c_1100;Az-657_TizayucaR6_Mexico_d_1090_A2b1a;Az-1661_TizayucaR5_Mexico_c_600;Az-1935_TizayucaR5_Mexico_d_1090;D_Mayapan3_1000_Mayapan_Mexico_c_1000_A2b1a;D_Mexico1_1000_Mayapan_Mexico_c_1000;Nunura_31_HuacaGrande_Peru_d_883;Nunura_10_HuacaAmarilla_Peru_d_882.5;Nunura_22_HuacaAmarilla_Peru_c_825;Nunura_23_HuacaGrande_Peru_d_882.5;Nunura_27_HuacaGrande_Peru_d_883;Nunura_5_HuacaAmarilla_Peru_d_882.5;0126-0384_Chilca_Peru_c_750_A2b1a;D_Mayapan1_450_Mayapan_Mexico_c_450;MCZ39564_Caylloma_Peru_NA,FALSE
190,90,A2b1a,2,Nunura_19_HuacaAmarilla_Peru_d_865;Nunura_29_HuacaGrande_Peru_d_883,TRUE
191,90,A2b1a,6,Nunura_15_HuacaAmarilla_Peru_c_825;D_Argentina1_1000_CerroLutz_Argentina_c_1000_A2b1a;PM4-N3_PlayaMiller-4_Chile_d_1008;Til_1_n8_Pucar_deTilcara_Argentina_d_750;Individuo_1_Pucar_deTilcara_Argentina_d_425;SC1056_Tilcara_Argentina_c_950,TRUE
206,90,A2b1a,2,Az-1661_TizayucaR5_Mexico_c_600;Az-1935_TizayucaR5_Mexico_d_1090,TRUE
223,88,A2b1b,5,Az-563_TizayucaR5_Mexico_c_1100_A2b1a;D_Colorado1_1200_McPhee_USA_c_1200;D_California2_4000_ChannelIslands_USA_c_4000_A2b1b;D_California1_2000_SantaRosa_USA_c_2000;D_California1_4000_ChannelIslands_USA_c_4000_A2b3,TRUE
165,86,A2b1a,27,SC1061_Chondorko_Ecuador_c_833_A2b1a;700_00_Chondorko_Ecuador_d_843;Nunura_13_HuacaAmarilla_Peru_c_825;Nunura_4_HuacaAmarilla_Peru_d_882;Nunura_16_HuacaAmarilla_Peru_c_825;Nunura_25_HuacaGrande_Peru_d_883;Nunura_30_HuacaGrande_Peru_d_883;Nunura_1_HuacaAmarilla_Peru_d_720;Nunura_26_HuacaGrande_Peru_d_883;Nunura_2_HuacaAmarilla_Peru_d_720;Nunura_17_HuacaAmarilla_Peru_d_846.5;Nunura_18_HuacaAmarilla_Peru_d_846.5;Nunura_19_HuacaAmarilla_Peru_d_865;Nunura_29_HuacaGrande_Peru_d_883;Nunura_28_HuacaGrande_Peru_d_883;Nunura_24_HuacaGrande_Peru_d_883;Nunura_12_HuacaAmarilla_Peru_c_825;Nunura_20_HuacaAmarilla_Peru_d_865;Nunura_31_HuacaGrande_Peru_d_883;Nunura_10_HuacaAmarilla_Peru_d_882.5;Nunura_22_HuacaAmarilla_Peru_c_825;Nunura_23_HuacaGrande_Peru_d_882.5;Nunura_27_HuacaGrande_Peru_d_883;Nunura_5_HuacaAmarilla_Peru_d_882.5;0126-0384_Chilca_Peru_c_750_A2b1a;D_Mayapan1_450_Mayapan_Mexico_c_450;MCZ39564_Caylloma_Peru_NA,TRUE
248,86,A2b4,2,D_Alabama1_5000_FlintRiver_USA_c_5000;D_Ohio3_2200_Scioto_USA_c_2200_A2b4,TRUE
153,85,NA,136,China_Harbin_12904_Heilongjiang_China_d_12904_A2_A2c;D_Alaska1_100_PointHope_Alaska_c_100;D_Alaska1_2200_Chugachik_Alaska_c_2200;D_Colorado1_1100_GrassMesa_USA_c_1100_A2b1b;D_Illinois1_1200_JaneyBGoode_USA_c_1200_A2b4;D_Ohio1_2200_Scioto_USA_c_2200_A2b4;D_JaguarCave1_1400_JaguarCave_USA_d_1400_A2b3;D_Nunavut1_350_Haa_Nunavut_c_350;D_Alabama2_5000_LittleBear_USA_c_3000;D_Nunavut1_425_Silumiut_Nunavut_c_425;Az-563_TizayucaR5_Mexico_c_1100_A2b1a;D_Illinois1_8500_Koster_USA_c_8500_A2b2;D_Koster1_9905_Koster_USA_d_9905_A2b2;D_Illinois2_1700_Snyders_USA_c_1700;D_Nunavut1_1000_Tikilik_Nunavut_c_1000;D_California1_5000_NorthHead_USA_c_5000;D_California4_4000_CanadaVerde_USA_c_4000;MCZ7408_Hopedale_Canada_NA;D_AngelMound4_1000_AngelMounds_USA_c_1000_A2b;D_Mississippi1_675_Oliver_USA_c_365;D_Colorado1_1200_McPhee_USA_c_1200;D_AngelMound1_1000_AngelMounds_USA_c_1000_A2b2;Az-1931_TizayucaR5_Mexico_c_1100;D_California2_4000_ChannelIslands_USA_c_4000_A2b1b;D_Illinois1_NA_AppleCreek_USA_c_2500_A2b2;D_Newfoundland1_4500_PortauChoix_Canada_d_4500_A2b2;D_Colorado1_800_YellowJacket_USA_c_800_A2b2;Mcz51780_JaguarCave_USA_NA;JR_75943_Jamestown_USA_c_409;D_LittleB1_5000_LittleBear_USA_c_5000_A2b4;D_Missouri1_8385_Modoc_USA_d_8385_A2b4;D_JaguarCave1_10370_JaguarCave_USA_d_10370;D_California1_NA_NorthHead_USA_c_5000;SG0892_L1_A1_ReedXI_USA_c_525;D_Alaska2_1125_Walakpa_Alaska_c_1125_A2a1;D_Nunavut2_650_Tikilik_Nunavut_c_650_A1b1;AM-VH-21_VistaHermosa_Mexico_c_600;Nunura_6_HuacaAmarilla_Peru_d_882.5;D_California1_2000_SantaRosa_USA_c_2000;D_California1_4000_ChannelIslands_USA_c_4000_A2b3;D_Weyanoke1_680_Hatch_USA_d_680;JR_135139_Jamestown_USA_c_409;JR_118236_Jamestown_USA_c_409;D_Labrador1_150_Uivak_Point1_Labrador_c_150;D_Nunavut4_650_PordenPoint_Nunavut_c_650;Az-316_TizayucaR6_Mexico_c_1100_A2b1a;Az-1923_TizayucaR5_Mexico_d_408;Az-1937_TizayucaR5_Mexico_c_1100;Nunura_14_HuacaAmarilla_Peru_c_825;Nunura_8_HuacaAmarilla_Peru_d_882;ANH38_Weyanoke_USA_c_960;D_Ohio1_700_Reinhardt_USA_d_725;JR_73052_Jamestown_USA_c_409;D_Alaska1_1230_Uyak_Alaska_c_1230;D_Alaska1_1695_Uyak_Alaska_c_1695;D_Nunavut1_700_Talaguak_Nunavut_c_700;D_Alaska1_3763_TeshekpukLake_Alaska_c_3763;D_Nunavut1_675_PealePoint_Nunavut_c_675;D_Labrador1_200_DoubleMerPoint_Labrador_c_200;MCZ44669_Hopedale_Canada_NA;0204-0531_Wichqana_Peru_c_2675;Nunura_15_HuacaAmarilla_Peru_c_825;D_Alabama1_2250_CoxSite_USA_c_2250_A2b4;D_Ohio5_2200_Scioto_USA_c_2200_A2b4;JR_68100_Jamestown_USA_c_409;D_BColumbia2_1500_PrinceRupert_Canada_c_1500_A2b5;Az-4985_MalpaisPrieto_Mexico_c_650;D_Alabama1_5000_FlintRiver_USA_c_5000;D_Ohio3_2200_Scioto_USA_c_2200_A2b4;D_Ohio2_1900_HolderWrightFarm_USA_c_1900;D_PrinceRupert1_1500_PrinceRupert_Canada_c_1500_A2b5;SC1061_Chondorko_Ecuador_c_833_A2b1a;D_Argentina1_1000_CerroLutz_Argentina_c_1000_A2b1a;PM4-N3_PlayaMiller-4_Chile_d_1008;Til_1_n8_Pucar_deTilcara_Argentina_d_750;Az-1274_TizayucaR5_Mexico_c_1100;Az-1930_LasGolondrinas_Mexico_d_476;Az-1932_ElChato_Mexico_c_1100;D_Illinois3_1700_Snyders_USA_c_1700;D_JaneyBGoode3_1000_JaneyBGoode_USA_c_1200_A2b4;D_Ohio4_2200_Scioto_USA_c_2200_A2b4;D_Alaska1_25_Cape_Dyer_Alaska_c_25_A2b5;700_00_Chondorko_Ecuador_d_843;Nunura_13_HuacaAmarilla_Peru_c_825;Individuo_1_Pucar_deTilcara_Argentina_d_425;SC1056_Tilcara_Argentina_c_950;Az-464_TizayucaR6_Mexico_c_1100;Az-1936_TizayucaR5_Mexico_c_1100;D_AngelMound2_1000_AngelMounds_USA_c_1000_A2b4;D_AngelMound3_1000_AngelMounds_USA_c_1000_A2b4;D_JaneyBGoode1_1000_JaneyBGoode_USA_c_1000;D_JaneyBGoode2_1000_JaneyBGoode_USA_c_1000_A2b_;D_Ohio2_2200_Scioto_USA_c_2200_A2b4;D_Ohio6_2200_Scioto_USA_c_2200;D_Alaska2_620_CapeEspenberg_Alaska_c_620_A2b5;Nunura_4_HuacaAmarilla_Peru_d_882;Nunura_16_HuacaAmarilla_Peru_c_825;Az-1929_TizayucaR5_Mexico_c_1100;Az-1944_LasGolondrinas_Mexico_c_1525;Az-749_LasGolondrinas_Mexico_d_1480;D_Mayapan1_1000_Mayapan_Mexico_c_1000_A2b1a;D_Alaska1_400_CapeEspenberg_Alaska_c_400_A2b5;D_Alaska1_740_Ahteut_Alaska_c_740_A2b5;Nunura_25_HuacaGrande_Peru_d_883;Nunura_30_HuacaGrande_Peru_d_883;Nunura_1_HuacaAmarilla_Peru_d_720;Nunura_26_HuacaGrande_Peru_d_883;Nunura_2_HuacaAmarilla_Peru_d_720;Nunura_17_HuacaAmarilla_Peru_d_846.5;Nunura_18_HuacaAmarilla_Peru_d_846.5;Nunura_19_HuacaAmarilla_Peru_d_865;Nunura_29_HuacaGrande_Peru_d_883;Az-1934_TizayucaR5_Mexico_d_1020_A2b1a;Az-314_TizayucaR6_Mexico_d_980_A2b1a;Az-1791_TizayucaR5_Mexico_d_546_A2b1a;Az-1947_LasGolondrinas_Mexico_c_1525;D_Mayapan2_1000_Mayapan_Mexico_c_1000_A2b1a;Nunura_28_HuacaGrande_Peru_d_883;Nunura_24_HuacaGrande_Peru_d_883;Nunura_12_HuacaAmarilla_Peru_c_825;Nunura_20_HuacaAmarilla_Peru_d_865;Az-1273_TizayucaR5_Mexico_c_1100;Az-657_TizayucaR6_Mexico_d_1090_A2b1a;Az-1661_TizayucaR5_Mexico_c_600;Az-1935_TizayucaR5_Mexico_d_1090;D_Mayapan3_1000_Mayapan_Mexico_c_1000_A2b1a;D_Mexico1_1000_Mayapan_Mexico_c_1000;Nunura_31_HuacaGrande_Peru_d_883;Nunura_10_HuacaAmarilla_Peru_d_882.5;Nunura_22_HuacaAmarilla_Peru_c_825;Nunura_23_HuacaGrande_Peru_d_882.5;Nunura_27_HuacaGrande_Peru_d_883;Nunura_5_HuacaAmarilla_Peru_d_882.5;0126-0384_Chilca_Peru_c_750_A2b1a;D_Mayapan1_450_Mayapan_Mexico_c_450;MCZ39564_Caylloma_Peru_NA,FALSE
185,85,A2b1a,3,Nunura_2_HuacaAmarilla_Peru_d_720;Nunura_12_HuacaAmarilla_Peru_c_825;Nunura_20_HuacaAmarilla_Peru_d_865,TRUE
209,85,A2b1a,2,Az-1934_TizayucaR5_Mexico_d_1020_A2b1a;Az-314_TizayucaR6_Mexico_d_980_A2b1a,TRUE
154,83,NA,135,D_Alaska1_100_PointHope_Alaska_c_100;D_Alaska1_2200_Chugachik_Alaska_c_2200;D_Colorado1_1100_GrassMesa_USA_c_1100_A2b1b;D_Illinois1_1200_JaneyBGoode_USA_c_1200_A2b4;D_Ohio1_2200_Scioto_USA_c_2200_A2b4;D_JaguarCave1_1400_JaguarCave_USA_d_1400_A2b3;D_Nunavut1_350_Haa_Nunavut_c_350;D_Alabama2_5000_LittleBear_USA_c_3000;D_Nunavut1_425_Silumiut_Nunavut_c_425;Az-563_TizayucaR5_Mexico_c_1100_A2b1a;D_Illinois1_8500_Koster_USA_c_8500_A2b2;D_Koster1_9905_Koster_USA_d_9905_A2b2;D_Illinois2_1700_Snyders_USA_c_1700;D_Nunavut1_1000_Tikilik_Nunavut_c_1000;D_California1_5000_NorthHead_USA_c_5000;D_California4_4000_CanadaVerde_USA_c_4000;MCZ7408_Hopedale_Canada_NA;D_AngelMound4_1000_AngelMounds_USA_c_1000_A2b;D_Mississippi1_675_Oliver_USA_c_365;D_Colorado1_1200_McPhee_USA_c_1200;D_AngelMound1_1000_AngelMounds_USA_c_1000_A2b2;Az-1931_TizayucaR5_Mexico_c_1100;D_California2_4000_ChannelIslands_USA_c_4000_A2b1b;D_Illinois1_NA_AppleCreek_USA_c_2500_A2b2;D_Newfoundland1_4500_PortauChoix_Canada_d_4500_A2b2;D_Colorado1_800_YellowJacket_USA_c_800_A2b2;Mcz51780_JaguarCave_USA_NA;JR_75943_Jamestown_USA_c_409;D_LittleB1_5000_LittleBear_USA_c_5000_A2b4;D_Missouri1_8385_Modoc_USA_d_8385_A2b4;D_JaguarCave1_10370_JaguarCave_USA_d_10370;D_California1_NA_NorthHead_USA_c_5000;SG0892_L1_A1_ReedXI_USA_c_525;D_Alaska2_1125_Walakpa_Alaska_c_1125_A2a1;D_Nunavut2_650_Tikilik_Nunavut_c_650_A1b1;AM-VH-21_VistaHermosa_Mexico_c_600;Nunura_6_HuacaAmarilla_Peru_d_882.5;D_California1_2000_SantaRosa_USA_c_2000;D_California1_4000_ChannelIslands_USA_c_4000_A2b3;D_Weyanoke1_680_Hatch_USA_d_680;JR_135139_Jamestown_USA_c_409;JR_118236_Jamestown_USA_c_409;D_Labrador1_150_Uivak_Point1_Labrador_c_150;D_Nunavut4_650_PordenPoint_Nunavut_c_650;Az-316_TizayucaR6_Mexico_c_1100_A2b1a;Az-1923_TizayucaR5_Mexico_d_408;Az-1937_TizayucaR5_Mexico_c_1100;Nunura_14_HuacaAmarilla_Peru_c_825;Nunura_8_HuacaAmarilla_Peru_d_882;ANH38_Weyanoke_USA_c_960;D_Ohio1_700_Reinhardt_USA_d_725;JR_73052_Jamestown_USA_c_409;D_Alaska1_1230_Uyak_Alaska_c_1230;D_Alaska1_1695_Uyak_Alaska_c_1695;D_Nunavut1_700_Talaguak_Nunavut_c_700;D_Alaska1_3763_TeshekpukLake_Alaska_c_3763;D_Nunavut1_675_PealePoint_Nunavut_c_675;D_Labrador1_200_DoubleMerPoint_Labrador_c_200;MCZ44669_Hopedale_Canada_NA;0204-0531_Wichqana_Peru_c_2675;Nunura_15_HuacaAmarilla_Peru_c_825;D_Alabama1_2250_CoxSite_USA_c_2250_A2b4;D_Ohio5_2200_Scioto_USA_c_2200_A2b4;JR_68100_Jamestown_USA_c_409;D_BColumbia2_1500_PrinceRupert_Canada_c_1500_A2b5;Az-4985_MalpaisPrieto_Mexico_c_650;D_Alabama1_5000_FlintRiver_USA_c_5000;D_Ohio3_2200_Scioto_USA_c_2200_A2b4;D_Ohio2_1900_HolderWrightFarm_USA_c_1900;D_PrinceRupert1_1500_PrinceRupert_Canada_c_1500_A2b5;SC1061_Chondorko_Ecuador_c_833_A2b1a;D_Argentina1_1000_CerroLutz_Argentina_c_1000_A2b1a;PM4-N3_PlayaMiller-4_Chile_d_1008;Til_1_n8_Pucar_deTilcara_Argentina_d_750;Az-1274_TizayucaR5_Mexico_c_1100;Az-1930_LasGolondrinas_Mexico_d_476;Az-1932_ElChato_Mexico_c_1100;D_Illinois3_1700_Snyders_USA_c_1700;D_JaneyBGoode3_1000_JaneyBGoode_USA_c_1200_A2b4;D_Ohio4_2200_Scioto_USA_c_2200_A2b4;D_Alaska1_25_Cape_Dyer_Alaska_c_25_A2b5;700_00_Chondorko_Ecuador_d_843;Nunura_13_HuacaAmarilla_Peru_c_825;Individuo_1_Pucar_deTilcara_Argentina_d_425;SC1056_Tilcara_Argentina_c_950;Az-464_TizayucaR6_Mexico_c_1100;Az-1936_TizayucaR5_Mexico_c_1100;D_AngelMound2_1000_AngelMounds_USA_c_1000_A2b4;D_AngelMound3_1000_AngelMounds_USA_c_1000_A2b4;D_JaneyBGoode1_1000_JaneyBGoode_USA_c_1000;D_JaneyBGoode2_1000_JaneyBGoode_USA_c_1000_A2b_;D_Ohio2_2200_Scioto_USA_c_2200_A2b4;D_Ohio6_2200_Scioto_USA_c_2200;D_Alaska2_620_CapeEspenberg_Alaska_c_620_A2b5;Nunura_4_HuacaAmarilla_Peru_d_882;Nunura_16_HuacaAmarilla_Peru_c_825;Az-1929_TizayucaR5_Mexico_c_1100;Az-1944_LasGolondrinas_Mexico_c_1525;Az-749_LasGolondrinas_Mexico_d_1480;D_Mayapan1_1000_Mayapan_Mexico_c_1000_A2b1a;D_Alaska1_400_CapeEspenberg_Alaska_c_400_A2b5;D_Alaska1_740_Ahteut_Alaska_c_740_A2b5;Nunura_25_HuacaGrande_Peru_d_883;Nunura_30_HuacaGrande_Peru_d_883;Nunura_1_HuacaAmarilla_Peru_d_720;Nunura_26_HuacaGrande_Peru_d_883;Nunura_2_HuacaAmarilla_Peru_d_720;Nunura_17_HuacaAmarilla_Peru_d_846.5;Nunura_18_HuacaAmarilla_Peru_d_846.5;Nunura_19_HuacaAmarilla_Peru_d_865;Nunura_29_HuacaGrande_Peru_d_883;Az-1934_TizayucaR5_Mexico_d_1020_A2b1a;Az-314_TizayucaR6_Mexico_d_980_A2b1a;Az-1791_TizayucaR5_Mexico_d_546_A2b1a;Az-1947_LasGolondrinas_Mexico_c_1525;D_Mayapan2_1000_Mayapan_Mexico_c_1000_A2b1a;Nunura_28_HuacaGrande_Peru_d_883;Nunura_24_HuacaGrande_Peru_d_883;Nunura_12_HuacaAmarilla_Peru_c_825;Nunura_20_HuacaAmarilla_Peru_d_865;Az-1273_TizayucaR5_Mexico_c_1100;Az-657_TizayucaR6_Mexico_d_1090_A2b1a;Az-1661_TizayucaR5_Mexico_c_600;Az-1935_TizayucaR5_Mexico_d_1090;D_Mayapan3_1000_Mayapan_Mexico_c_1000_A2b1a;D_Mexico1_1000_Mayapan_Mexico_c_1000;Nunura_31_HuacaGrande_Peru_d_883;Nunura_10_HuacaAmarilla_Peru_d_882.5;Nunura_22_HuacaAmarilla_Peru_c_825;Nunura_23_HuacaGrande_Peru_d_882.5;Nunura_27_HuacaGrande_Peru_d_883;Nunura_5_HuacaAmarilla_Peru_d_882.5;0126-0384_Chilca_Peru_c_750_A2b1a;D_Mayapan1_450_Mayapan_Mexico_c_450;MCZ39564_Caylloma_Peru_NA,FALSE
181,83,A2b1a,8,Nunura_4_HuacaAmarilla_Peru_d_882;Nunura_1_HuacaAmarilla_Peru_d_720;Nunura_26_HuacaGrande_Peru_d_883;Nunura_2_HuacaAmarilla_Peru_d_720;Nunura_17_HuacaAmarilla_Peru_d_846.5;Nunura_18_HuacaAmarilla_Peru_d_846.5;Nunura_12_HuacaAmarilla_Peru_c_825;Nunura_20_HuacaAmarilla_Peru_d_865,TRUE
